isbn,genre_id,genre,sub_genre_id,sub_genre,programing_language,title,author,published_at,price,is_stock,url
9784774188478,07,ネットワーク・UNIX・データベース,0704,UNIX・Linux・FreeBSD,-,Linux ステップアップラーニング,沓名亮典　著,2017-04-11,2580,1,http://gihyo.jp/book/2017/978-4-7741-8847-8
9784774190846,07,ネットワーク・UNIX・データベース,0701,サーバ・インフラ・ネットワーク,-,IBM Bluemixクラウド開発入門,常田秀明，水津幸太，大島騎頼　著，Bluemix User Group　監修,2017-07-07,2800,1,http://gihyo.jp/book/2017/978-4-7741-9084-6
9784774191287,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,［プログラミング体感まんが］ぺたスクリプト,「ぺたスクリプト」製作委員会，中谷秀洋　原作，歌工房　まんが,2017-07-14,1080,1,http://gihyo.jp/book/2017/978-4-7741-9128-7
9784774179445,06,プログラミング・システム開発,0610,ゲーム開発,-,組み立て×分解！ゲームデザイン,渡辺訓章　著，やまい　イラスト,2016-02-18,2380,1,http://gihyo.jp/book/2016/978-4-7741-7944-5
9784774189215,05,プログラミング・システム開発 (ハードウェア),0501,電子工作・PIC・組込み,-,Intel Edisonマスターブック,北神雄太　著,2017-05-10,2980,1,http://gihyo.jp/book/2017/978-4-7741-8921-5
9784774190877,06,プログラミング・システム開発,0609,開発技法・ソフトウェアテスト・UML,-,現場で役立つシステム設計の原則,増田亨　著,2017-07-05,2940,0,http://gihyo.jp/book/2017/978-4-7741-9087-7
9784774189253,06,プログラミング・システム開発,0608,SE仕事術・SE読み物,-,情シス・IT担当者［必携］システム発注から導入までを成功させる90の鉄則,田村昇平　著,2017-04-11,2180,1,http://gihyo.jp/book/2017/978-4-7741-8925-3
9784774189307,06,プログラミング・システム開発,0607,Webアプリケーション開発,-,［改訂第3版］Apache Solr入門,打田智子，大須賀稔，大杉直也，西潟一生，西本順平，平賀一昭　著，株式会社ロンウイット，株式会社リクルートテクノロジーズ　監修,2017-04-27,3800,1,http://gihyo.jp/book/2017/978-4-7741-8930-7
9784774188638,06,プログラミング・システム開発,0605,iOS・Androidなど,-,モバイルアプリ開発エキスパート養成読本,山戸茂樹，坂田晃一，黒川洋，藤田琢磨，山田航，田坂和暢，熊谷知子，森本利博，坂本和大，小形昌樹，鈴木大貴，志甫侑紀　著,2017-04-11,1980,1,http://gihyo.jp/book/2017/978-4-7741-8863-8
9784774190860,06,プログラミング・システム開発,0604,C#・VB・.NETなど,C#,たった1日で基本が身に付く！C# 超入門,西村誠　著,2017-07-29,2060,1,http://gihyo.jp/book/2017/978-4-7741-9086-0
9784774190617,06,プログラミング・システム開発,0601,C・C++,-,3ステップでしっかり学ぶC言語入門,朝井淳　著,2017-07-21,2000,1,http://gihyo.jp/book/2017/978-4-7741-9061-7
9784774190440,06,プログラミング・システム開発,0603,JavaScript・Perl・Ruby・PHPなど,PHP,3ステップでしっかり学ぶPHP入門,小田垣佑，大井渉，金替洋佑　著,2017-07-21,2460,1,http://gihyo.jp/book/2017/978-4-7741-9044-0
9784774189932,06,プログラミング・システム開発,0602,Java,Java,たった1日で基本が身に付く！Java超入門,WINGSプロジェクト　齊藤新三　著，山田祥寛　監修,2017-06-15,2060,1,http://gihyo.jp/book/2017/978-4-7741-8993-2
9784774153735,03,Webサイト制作,0302,Flash・ActionScript,-,速習デザイン Flash CS6,境祐司　著,2012-11-09,2580,0,http://gihyo.jp/book/2012/978-4-7741-5373-5
9784774190020,03,Webサイト制作,0306,アフィリエイト・SEO・ネットマーケ,-,これからはじめるリスティング広告 ぜったい成果が出る！教科書,株式会社Ad Listing　佐藤雅樹　著,2017-06-27,1850,1,http://gihyo.jp/book/2017/978-4-7741-9002-0
9784774190648,03,Webサイト制作,0301,Webデザイン・HTML・CSS,-,HTML＆CSSとWebデザインが 1冊できちんと身につく本,服部雄樹　著,2017-07-21,2280,1,http://gihyo.jp/book/2017/978-4-7741-9064-8
9784774189222,02,デザイン・素材集,0205,その他デザイン・素材集,-,和 japanese style × beautiful material,田村嘉章　著,2017-04-29,3580,1,http://gihyo.jp/book/2017/978-4-7741-8922-2
9784774183152,02,デザイン・素材集,0206,年賀状素材集,-,12年使える！ 十二支プレミアム年賀状 2017年版,技術評論社編集部　編・著,2016-10-13,1380,0,http://gihyo.jp/book/2016/978-4-7741-8315-2
9784774186283,02,デザイン・素材集,0204,デザイン素材集,-,クール＆スタイリッシュWebサイトテンプレート集 オリジナルCMSで作るCOOL SKINS,小田倉明　著,2017-01-21,2480,1,http://gihyo.jp/book/2017/978-4-7741-8628-3
9784774183725,02,デザイン・素材集,0203,3D・CG・CAD,-,デザインの学校これからはじめるAutoCADの本 AutoCAD/AutoCAD LT 2017/2016/2015対応,稲葉幸行　著,2016-09-27,2380,1,http://gihyo.jp/book/2016/978-4-7741-8372-5
9784774190280,02,デザイン・素材集,0201,Illustrator・Photoshop,-,プロの現場から学ぶ Photoshop Lightroom CC/6 RAW現像と管理&補正入門,小城崇史　著,2017-07-07,2340,1,http://gihyo.jp/book/2017/978-4-7741-9028-0
9784774187181,02,デザイン・素材集,0201,Illustrator・Photoshop,-,デザインの学校これからはじめるIllustratorの本,ロクナナワークショップ　著,2017-02-04,1880,1,http://gihyo.jp/book/2017/978-4-7741-8718-1
9784774180502,04,スマートフォン・タブレット,0402,その他スマートフォン・タブレット,-,Amazon Kindle はじめる＆楽しむ 100%活用ガイド,リンクアップ　著,2016-04-19,980,1,http://gihyo.jp/book/2016/978-4-7741-8050-2
9784774191119,04,スマートフォン・タブレット,0403,Androidなど,-,ゼロからはじめるドコモ Xperia XZ Premium SO-04J スマートガイド,リンクアップ　著,2017-07-29,1380,1,http://gihyo.jp/book/2017/978-4-7741-9111-9
9784774190174,04,スマートフォン・タブレット,0401,iPhone・iPad,-,今すぐ使えるかんたんminiiPhone ハイレゾ＆高音質オーディオ入門,藤本健，大坪知樹　著,2017-06-23,1080,1,http://gihyo.jp/book/2017/978-4-7741-9017-4
9784774189970,01,パソコン,0199,その他パソコン,-,60分でわかる！ 仮想通貨 ビットコイン＆ブロックチェーン最前線,仮想通貨ビジネス研究会　著，株式会社ブロックチェーンハブ　監修,2017-06-17,1020,1,http://gihyo.jp/book/2017/978-4-7741-8997-0
9784774190433,03,パソコン,0307,LINE・Facebook・Twitterなど,-,今すぐ使えるかんたんPLUS+livedoor Blog ライブドアブログ 活用大事典,リンクアップ　著,2017-07-21,1620,1,http://gihyo.jp/book/2017/978-4-7741-9043-3
9784774190853,01,パソコン,0110,メール・インターネット,-,今すぐ使えるかんたん自宅や会社でできる Wi-Fi&LAN,オンサイト　著,2017-07-15,1780,1,http://gihyo.jp/book/2017/978-4-7741-9085-3
9784774182230,01,パソコン,0108,自作・周辺機器・CD／DVD作成,-,今すぐ使えるかんたんminiCD&DVD 作成超入門,オンサイト　著,2016-07-22,1080,1,http://gihyo.jp/book/2016/978-4-7741-8223-0
9784774189628,01,パソコン,0107,その他Officeアプリ・一太郎など,-,今すぐ使えるかんたんOffice 2016,技術評論社編集部，AYURA，稲村暢子，マイカ　著,2017-05-23,1980,1,http://gihyo.jp/book/2017/978-4-7741-8962-8
9784774187259,01,パソコン,0106,PowerPoint,-,これからはじめる パワーポイントの本,門脇香奈子　著,2017-02-10,1580,1,http://gihyo.jp/book/2017/978-4-7741-8725-9
9784774189901,01,パソコン,0103,Access,-,Accessではじめるデータベース超入門,西村めぐみ　著,2017-06-09,2040,1,http://gihyo.jp/book/2017/978-4-7741-8990-1
9784774190570,01,パソコン,0104,Excel,-,ああしたい！こうしたい！ Excel＆Wordでできる 見積書 顧客リスト ビジネス定番書類のつくり方,稲村暢子　著,2017-07-25,1850,1,http://gihyo.jp/book/2017/978-4-7741-9057-0
9784774188089,01,パソコン,0105,Word,-,世界一わかりやすい Wordテキスト,佐藤薫　著,2017-03-03,1780,1,http://gihyo.jp/book/2017/978-4-7741-8808-9
9784774188812,01,パソコン,0102,Mac,-,MacBook はじめる&楽しむ 100％入門ガイド,小原裕太　著,2017-04-13,1280,1,http://gihyo.jp/book/2017/978-4-7741-8881-2
9784774184104,13,理工・サイエンス,1399,その他理工・サイエンス,-,コンピューターで「脳」がつくれるか,五木田和也　著,2016-09-27,1680,1,http://gihyo.jp/book/2016/978-4-7741-8410-4
9784774189567,13,理工・サイエンス,1305,医学・薬学・生物・化学,-,病気を見きわめる 目のしくみ事典,若倉雅登　監修,2017-05-18,1980,1,http://gihyo.jp/book/2017/978-4-7741-8956-7
9784774181615,13,理工・サイエンス,1304,建築・土木・インフラ,-,リフォーム業務が一番わかる,佐川旭　監修，小垣外明子　著,2016-06-03,1880,1,http://gihyo.jp/book/2016/978-4-7741-8161-5
9784774190198,13,理工・サイエンス,1303,電気・通信・電子・機械・工業・製造業,-,自動車整備が一番わかる,松平智敬　著，学校法人 小倉学園 専門学校　東京自動車大学校　監修,2017-06-22,1940,1,http://gihyo.jp/book/2017/978-4-7741-9019-8
9784774190624,13,理工・サイエンス,1302,数学・統計・物理,-,イメージでつかむ機械学習入門,横内大介，青木義充　著,2017-07-26,2340,1,http://gihyo.jp/book/2017/978-4-7741-9062-4
9784774190754,13,理工・サイエンス,1301,宇宙・地球・環境・地学,-,生命史図譜,土屋健　著，群馬県立自然史博物館　監修,2017-07-25,2680,1,http://gihyo.jp/book/2017/978-4-7741-9075-4
9784774189888,01,パソコン,0101,Windows,-,今すぐ使えるかんたん mini Windows 10 基本技 改訂2版,技術評論社編集部，AYURA　著,2017-06-03,820,1,http://gihyo.jp/book/2017/978-4-7741-8988-8
9784774189086,01,パソコン,0101,Windows,-,ストレスゼロのWindows仕事術,四禮静子　著,2017-04-14,1480,1,http://gihyo.jp/book/2017/978-4-7741-8908-6
9784774187204,01,パソコン,0101,Windows,-,今すぐ使えるかんたんminiインターネット＆メール 超入門,リブロワークス　著,2017-02-07,980,1,http://gihyo.jp/book/2017/978-4-7741-8720-4
9784774185910,01,パソコン,0101,Windows,-,今すぐ使えるかんたんminiパソコンで困ったときの解決＆便利技,リブロワークス　著,2016-12-23,980,1,http://gihyo.jp/book/2017/978-4-7741-8591-0
9784774187495,08,資格試験（IT）,0806,その他情報技術者試験,-,平成29年度 システムアーキテクト合格教本,金子則彦　著,2017-02-16,3300,1,http://gihyo.jp/book/2017/978-4-7741-8749-5
9784774185064,08,資格試験（IT）,0806,その他情報技術者試験,-,要点早わかり 情報処理安全確保支援士 ポケット攻略本,岡嶋裕史　著,2017-02-07,1680,1,http://gihyo.jp/book/2017/978-4-7741-8506-4
9784774184968,08,資格試験（IT）,0806,その他情報技術者試験,-,平成29年度【春期】基本情報技術者 パーフェクトラーニング過去問題集,山本三雄　著,2016-12-27,1480,0,http://gihyo.jp/book/2017/978-4-7741-8496-8
9784774190549,08,資格試験（IT）,0805,情報セキュリティ,-,平成29年度【秋期】情報セキュリティマネジメント パーフェクトラーニング過去問題集,庄司勝哉，吉川允樹　著,2017-06-16,1480,1,http://gihyo.jp/book/2017/978-4-7741-9054-9
9784774185040,08,資格試験（IT）,0805,情報セキュリティ,-,平成29年度【春期】情報セキュリティマネジメント パーフェクトラーニング過去問題集,庄司勝哉，吉川允樹　著,2016-12-20,1480,0,http://gihyo.jp/book/2017/978-4-7741-8504-0
9784774187952,11,ビジネス・マネー,1199,その他ビジネス・マネー,-,人工知能を超える人間の強みとは,奈良潤　著,2017-03-15,1780,1,http://gihyo.jp/book/2017/978-4-7741-8795-2
9784774172088,08,資格試験（IT）,0804,高度情報技術者,-,平成27年度 ネットワークスペシャリスト パーフェクトラーニング過去問題集,エディフィストラーニング株式会社　著,2015-03-11,2980,0,http://gihyo.jp/book/2015/978-4-7741-7208-8
9784774172071,08,資格試験（IT）,0804,高度情報技術者,-,平成27年度 ネットワークスペシャリスト合格教本,岡嶋裕史　著,2015-03-11,2980,0,http://gihyo.jp/book/2015/978-4-7741-7207-1
9784774169415,08,資格試験（IT）,0804,高度情報技術者,-,平成27年度 システムアーキテクト合格教本,金子則彦　著,2015-03-05,3300,0,http://gihyo.jp/book/2015/978-4-7741-6941-5
9784774169422,08,資格試験（IT）,0804,高度情報技術者,-,要点早わかり ネットワークスペシャリスト ポケット攻略本,岡嶋裕史　著,2015-03-04,1680,1,http://gihyo.jp/book/2015/978-4-7741-6942-2
9784774185071,08,資格試験（IT）,0803,応用情報技術者,-,【改訂3版】要点早わかり 応用情報技術者 ポケット攻略本,大滝みや子　著,2017-02-23,1480,1,http://gihyo.jp/book/2017/978-4-7741-8507-1
9784774185231,08,資格試験（IT）,0803,応用情報技術者,-,キタミ式イラストIT塾応用情報技術者 平成29年度,きたみりゅうじ　著,2016-12-27,3280,1,http://gihyo.jp/book/2017/978-4-7741-8523-1
9784774187488,08,資格試験（IT）,0802,基本情報技術者,-,改訂3版 基本情報技術者試験 C言語の切り札,宮坂俊成　著,2017-02-09,2180,1,http://gihyo.jp/book/2017/978-4-7741-8748-8
9784774185224,08,資格試験（IT）,0802,基本情報技術者,-,キタミ式イラストIT塾基本情報技術者 平成29年度,きたみりゅうじ　著,2016-12-17,1980,1,http://gihyo.jp/book/2017/978-4-7741-8522-4
9784774185200,08,資格試験（IT）,0802,基本情報技術者,-,平成29年度 栢木先生の基本情報技術者教室準拠 書き込み式ドリル,技術評論社編集部　著,2016-12-14,1280,0,http://gihyo.jp/book/2017/978-4-7741-8520-0
9784774185194,08,資格試験（IT）,0802,基本情報技術者,-,平成29年度 イメージ＆クレバー方式でよくわかる栢木先生の基本情報技術者教室,栢木厚　著,2016-12-14,1780,1,http://gihyo.jp/book/2017/978-4-7741-8519-4
9784774184913,11,ビジネス・マネー,1103,開業・起業・会社設立,-,はじめての「カラーミーショップ」オープンBOOK ネットショップ開業＆運営,バウンド　著,2016-10-26,1780,1,http://gihyo.jp/book/2016/978-4-7741-8491-3
9784774185262,08,資格試験（IT）,0801,ITパスポート,-,平成29年度 80テーマで要点整理 ITパスポートのよくわかる教科書,福嶋宏訓，イエローテールコンピュータ　原山麻美子,2017-02-03,1280,0,http://gihyo.jp/book/2017/978-4-7741-8526-2
9784774185255,08,資格試験（IT）,0801,ITパスポート,-,【改訂3版】ITパスポート最速合格術,西俊明　著,2017-01-20,1480,1,http://gihyo.jp/book/2017/978-4-7741-8525-5
9784774185248,08,資格試験（IT）,0801,ITパスポート,-,平成29年【上半期】ITパスポートパーフェクトラーニング過去問題集,五十嵐聡　著,2016-12-16,1180,0,http://gihyo.jp/book/2017/978-4-7741-8524-8
9784774185217,08,資格試験（IT）,0801,ITパスポート,-,キタミ式イラストIT塾ITパスポート 平成29年度,きたみりゅうじ　著,2016-12-15,1880,1,http://gihyo.jp/book/2017/978-4-7741-8521-7
9784774160450,07,ネットワーク・UNIX・データベース,0709,TeX・LaTeX,-,［改訂第6版］LaTeX2ε美文書作成入門,奥村晴彦，黒木裕介　著,2013-10-23,3200,0,http://gihyo.jp/book/2013/978-4-7741-6045-0
9784774143194,07,ネットワーク・UNIX・データベース,0709,TeX・LaTeX,-,［改訂第5版］ LaTeX2e美文書作成入門,奥村晴彦　著,2010-07-07,3180,0,http://gihyo.jp/book/2010/978-4-7741-4319-4
9784774180663,07,ネットワーク・UNIX・データベース,0705,データベース・SQLなど,-,改訂第3版 すらすらと手が動くようになる SQL書き方ドリル,羽生章洋，和田省二，菅井大輔　著,2016-04-12,2460,1,http://gihyo.jp/book/2016/978-4-7741-8066-3
9784774176512,07,ネットワーク・UNIX・データベース,0705,データベース・SQLなど,-,直感でわかるデータ分析,原隆志　著,2015-09-30,1780,1,http://gihyo.jp/book/2015/978-4-7741-7651-2
9784774176314,07,ネットワーク・UNIX・データベース,0705,データベース・SQLなど,-,データサイエンティスト養成読本 機械学習入門編,比戸将平，馬場雪乃，里洋平，戸嶋龍哉，得居誠也，福島真太朗，加藤公一，関喜史，阿部厳，熊崎宏樹　著,2015-09-10,2280,1,http://gihyo.jp/book/2015/978-4-7741-7631-4
9784774188102,11,ビジネス・マネー,1102,投資・マネー,-,Excelでできる 不動産投資「収益計算」のすべて,玉川陽介　著,2017-03-16,1880,1,http://gihyo.jp/book/2017/978-4-7741-8810-2
9784774184432,11,ビジネス・マネー,1101,確定申告・経理,-,年金生活者・定年退職者のための確定申告 平成29年3月締切分,山本宏　監修,2016-10-15,1480,1,http://gihyo.jp/book/2016/978-4-7741-8443-2
9784774186948,07,ネットワーク・UNIX・データベース,0704,UNIX・Linux・FreeBSD,-,［改訂第3版］シェルスクリプト基本リファレンス,山森丈範　著,2017-01-20,2680,1,http://gihyo.jp/book/2017/978-4-7741-8694-8
9784774188850,07,ネットワーク・UNIX・データベース,0701,サーバ・インフラ・ネットワーク,-,Ansible構成管理入門 はじめようInfrastructure as Code,山本小太郎　著,2017-04-12,2480,1,http://gihyo.jp/book/2017/978-4-7741-8885-0
9784774189246,07,ネットワーク・UNIX・データベース,0701,サーバ・インフラ・ネットワーク,-,インフラエンジニア教本,Software Design編集部　編,2017-04-11,2280,1,http://gihyo.jp/book/2017/978-4-7741-8924-6
9784774191034,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,小学校の「プログラミング授業」実況中継 ［教科別］2020年から必修のプログラミング教育はこうなる,松田孝，吉田潤子，原田康徳，久木田寛直，赤石先生，利根川裕太，國領二郎，サムエル・デビドソン　著，平井聡一郎，福田晴一　監修,2017-07-11,1640,1,http://gihyo.jp/book/2017/978-4-7741-9103-4
9784774190563,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,GPUを支える技術,Hisa Ando　著,2017-06-30,3240,1,http://gihyo.jp/book/2017/978-4-7741-9056-3
9784774188676,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,Processing クリエイティブ・コーディング入門,田所淳　著,2017-04-13,2480,1,http://gihyo.jp/book/2017/978-4-7741-8867-6
9784774188652,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,IoTエンジニア養成読本,片山暁雄，松下享平，大槻健，大瀧隆太，鈴木貴典，竹之下航洋，松井基勝　著,2017-04-12,1780,1,http://gihyo.jp/book/2017/978-4-7741-8865-2
9784774188942,06,プログラミング・システム開発,0606,その他プログラミング・システム開発,-,VRエンジニア養成読本,養成読本編集部　編,2017-04-11,2180,1,http://gihyo.jp/book/2017/978-4-7741-8894-2
9784774179629,06,プログラミング・システム開発,0610,ゲーム開発,-,Unreal Engine＆Unityエンジニア養成読本,株式会社ITAKO　大嶋剛直，多久島信隆，河野修弘　著,2016-02-06,2280,1,http://gihyo.jp/book/2016/978-4-7741-7962-9
9784774178585,06,プログラミング・システム開発,0610,ゲーム開発,-,Unityエキスパート養成読本,佐藤圭明，村上哲太郎，大塚壮太郎，渡部聡，渡邉俊光，新井隆祥，相良康介，吉田奉正，石黒祐輔，大庭俊介　著,2016-01-07,2480,1,http://gihyo.jp/book/2016/978-4-7741-7858-5
9784774189192,05,プログラミング・システム開発 (ハードウェア),0501,電子工作・PIC・組込み,-,PICと楽しむ Raspberry Pi活用ガイドブック,後閑哲也　著,2017-04-11,2480,1,http://gihyo.jp/book/2017/978-4-7741-8919-2
9784774187075,05,プログラミング・システム開発 (ハードウェア),0501,電子工作・PIC・組込み,-,電子工作の職人技,高瀬和則　著,2017-02-15,1880,1,http://gihyo.jp/book/2017/978-4-7741-8707-5
9784774180793,05,プログラミング・システム開発 (ハードウェア),0501,電子工作・PIC・組込み,-,電子工作は失敗から学べ！,後閑哲也　著,2016-04-14,2280,1,http://gihyo.jp/book/2016/978-4-7741-8079-3
9784774187754,10,趣味・実用・デジカメ,1099,その他趣味・実用,-,一人を楽しむソロキャンプのすすめ,堀田貴之　著,2017-03-09,1480,1,http://gihyo.jp/book/2017/978-4-7741-8775-4
9784774190396,06,プログラミング・システム開発,0609,開発技法・ソフトウェアテスト・UML,-,かんたん UML入門,竹政昭利，林田幸司，大西洋平，三村次朗，藤本陽啓，伊藤宏幸　著,2017-07-01,2960,1,http://gihyo.jp/book/2017/978-4-7741-9039-6
9784774190051,06,プログラミング・システム開発,0609,開発技法・ソフトウェアテスト・UML,-,ゼロからわかる UML超入門,河合昭男　著,2017-06-29,2180,1,http://gihyo.jp/book/2017/978-4-7741-9005-1
9784774189284,06,プログラミング・システム開発,0609,開発技法・ソフトウェアテスト・UML,-,［改訂第3版］Jenkins実践入門,川口耕介，佐藤聖規　監修，佐藤聖規，和田貴久，新井雄介，米沢弘樹，山岸啓，岩成祐樹　著,2017-05-24,2980,1,http://gihyo.jp/book/2017/978-4-7741-8928-4
9784774185934,06,プログラミング・システム開発,0609,開発技法・ソフトウェアテスト・UML,-,【改訂新版】Gitポケットリファレンス,岡本隆史，武田健太郎，相良幸範　著,2016-12-01,2780,1,http://gihyo.jp/book/2017/978-4-7741-8593-4
9784774187297,06,プログラミング・システム開発,0608,SE仕事術・SE読み物,-,進化する銀行システム 24時間365日動かすメインフレームの設計思想,星野武史　著，花井志生　監修,2017-02-04,2580,1,http://gihyo.jp/book/2017/978-4-7741-8729-7
9784774188836,06,プログラミング・システム開発,0607,Webアプリケーション開発,Ruby,Ruby on Rails 5アプリケーションプログラミング,山田祥寛　著,2017-04-14,3600,1,http://gihyo.jp/book/2017/978-4-7741-8883-6
9784774188959,06,プログラミング・システム開発,0607,Webアプリケーション開発,-,Xamarinエキスパート養成読本,養成読本編集部　編,2017-03-25,2180,1,http://gihyo.jp/book/2017/978-4-7741-8895-9
9784774188614,06,プログラミング・システム開発,0605,iOS・Androidなど,-,Androidを支える技術〈Ⅱ〉,有野和真　著,2017-03-24,3600,1,http://gihyo.jp/book/2017/978-4-7741-8861-4
9784774188171,06,プログラミング・システム開発,0605,iOS・Androidなど,-,Androidアプリ開発の極意,木田学，おかじゅん，渡辺考裕，荒川祐一郎，小林正興　著，テックファーム　監修,2017-03-16,3280,1,http://gihyo.jp/book/2017/978-4-7741-8817-1
9784774188485,06,プログラミング・システム開発,0605,iOS・Androidなど,-,軽量・高速モバイルデータベース Realm入門,菅原 祐，Realm　岸川克己　監修,2017-03-11,2880,1,http://gihyo.jp/book/2017/978-4-7741-8848-5
9784774190402,06,プログラミング・システム開発,0604,C#・VB・.NETなど,-,かんたん Visual Basic,高橋広樹　著,2017-07-14,2640,1,http://gihyo.jp/book/2017/978-4-7741-9040-2
9784774190303,06,プログラミング・システム開発,0604,C#・VB・.NETなど,C#,［改訂新版］C#ポケットリファレンス,WINGSプロジェクト　 土井毅，髙江賢，飯島聡　著，山田祥寛　監修,2017-06-20,2640,1,http://gihyo.jp/book/2017/978-4-7741-9030-3
9784774174082,06,プログラミング・システム開発,0601,C・C++,-,改訂新版 C++ポケットリファレンス,高橋晶，安藤敏彦，一戸優介，楠田真矢，道化師，湯朝剛介　著,2015-06-04,2980,1,http://gihyo.jp/book/2015/978-4-7741-7408-2
9784774174136,06,プログラミング・システム開発,0601,C・C++,-,ゲームプログラマのためのコーディング技術,大圖衛玄　著,2015-06-02,2480,1,http://gihyo.jp/book/2015/978-4-7741-7413-6
9784774189956,06,プログラミング・システム開発,0603,JavaScript・Perl・Ruby・PHPなど,JavaScript,たった1日で基本が身に付く！JavaScript超入門,WINGSプロジェクト　片渕彼富 　著，山田祥寛　監修,2017-06-15,2060,1,http://gihyo.jp/book/2017/978-4-7741-8995-6
9784774190006,06,プログラミング・システム開発,0603,JavaScript・Perl・Ruby・PHPなど,JavaScript,きちんとわかる！ JavaScript とことん入門,大津真　著,2017-06-07,2740,1,http://gihyo.jp/book/2017/978-4-7741-9000-6
9784774188911,10,趣味・実用・デジカメ,1011,手帳・家計簿,-,城めぐり手帖「戦国武将・合戦編」,萩原さちこ　著,2017-04-27,1280,1,http://gihyo.jp/book/2017/978-4-7741-8891-1
9784774174617,10,趣味・実用・デジカメ,1006,読み物・社会,-,上手な教え方の教科書,向後千春　著,2015-08-05,1980,1,http://gihyo.jp/book/2015/978-4-7741-7461-7
9784774191690,10,趣味・実用・デジカメ,1008,暮らし・健康,-,［ここが知りたい！］デジタル遺品,古田雄介　著,2017-08-09,1380,1,http://gihyo.jp/book/2017/978-4-7741-9169-0
9784774190587,10,趣味・実用・デジカメ,1001,デジカメ・RAW現像など,-,今すぐ使えるかんたんminiNikon D5600 基本＆応用 撮影ガイド,塩見徹，ナイスク　著,2017-07-25,1380,1,http://gihyo.jp/book/2017/978-4-7741-9058-7
9784774184531,09,資格試験（一般）・大学受験,0906,大学受験参考書,-,坂田薫の スタンダード化学,坂田薫　著,2016-10-18,1480,1,http://gihyo.jp/book/2016/978-4-7741-8453-1
9784774165554,09,資格試験（一般）・大学受験,0905,生活（アロマ・色彩検定など）,-,改訂新版 アロマテラピー学習帖ひとつ上をめざす人のためのアロマテラピーテキスト,自然療法スクール　マザーズオフィス　「アロマテラピーの学校」,2014-06-21,2180,1,http://gihyo.jp/book/2014/978-4-7741-6555-4
9784774189697,09,資格試験（一般）・大学受験,0904,気象・エコ（気象予報士・エコ検など）,-,改訂第10版 eco検定ポイント集中レッスン,サスティナビリティ21　編,2017-05-09,2040,1,http://gihyo.jp/book/2017/978-4-7741-8969-7
9784774189093,06,プログラミング・システム開発,0602,Java,Java,Java本格入門,谷本心，阪本雄一郎，岡田拓也，秋葉誠，村田賢一郎　著，Acroquest Technology株式会社　監修,2017-04-18,2980,1,http://gihyo.jp/book/2017/978-4-7741-8909-3
