isbn,user_id,score,created_at
9784774135342,33735c10,4.1,2017-03-22 17:35:55
9784774154954,78e995aa,4.3,2017-06-10 09:52:17
4774117242,c6266d31,4.5,2017-04-03 11:12:02
9784774149271,18211ae1,4.4,2017-06-16 15:53:38
9784774132884,9701527b,4.0,2017-01-25 09:07:25
4774117315,4bd95dd9,4.2,2017-03-07 12:02:24
9784774144467,d4eaca1a,4.1,2017-06-05 20:07:43
4774126101,2e8fc250,4.0,2017-06-18 21:28:38
4774122939,7926e531,3.7,2017-12-05 22:18:46
4774109401,839e0676,4.1,2017-03-27 16:50:19
9784774133348,60a2e248,4.9,2017-07-01 00:21:15
9784774141466,6f2c82bd,5.0,2017-10-05 16:54:30
9784774160641,1fb47b7c,4.1,2017-08-02 16:23:21
9784774178455,bc0e50cc,4.2,2017-12-09 21:46:44
9784774149394,48dea870,3.7,2017-04-08 02:02:10
9784774132754,ba2f2833,4.1,2017-01-21 07:44:02
4774123617,a5e05aa4,3.7,2017-11-21 13:26:32
9784774167107,553bd0a4,4.3,2017-09-10 19:15:39
9784774156309,40fc07ef,4.4,2017-04-15 17:28:29
9784774139708,e35f73c7,4.0,2017-12-09 20:29:20
4774122203,40927194,4.6,2017-09-17 18:03:58
9784774149462,9b5bb53b,4.6,2017-07-14 18:50:06
4774123188,d750a046,3.7,2017-03-21 17:50:05
9784774181790,817a688a,4.9,2017-07-29 10:59:32
9784774184104,40fc07ef,4.1,2017-11-11 08:28:47
4774116572,d114144f,4.7,2017-09-20 05:45:33
9784774152998,9701527b,3.8,2017-10-01 11:44:24
9784774148403,c4ecc4db,4.0,2017-04-28 01:43:42
9784774155456,d20749dd,4.9,2017-01-04 13:10:07
4874084141,fd937f20,4.1,2017-04-07 22:36:17
9784774156361,50bf2251,4.7,2017-05-23 13:01:23
9784774156996,52bfb3b1,4.2,2017-04-08 17:45:44
9784774136561,19685403,3.9,2017-03-21 14:36:10
4774119938,d20749dd,3.8,2017-07-03 14:40:54
9784774155241,7283df8d,4.7,2017-04-29 14:59:22
4774123471,b7672805,4.8,2017-11-07 22:18:22
477412253X,d20749dd,4.4,2017-11-19 21:52:34
4774115231,6f102e0e,3.7,2017-08-31 12:17:01
4774116173,a7dc4513,3.8,2017-11-27 19:40:37
9784774130767,60a2e248,3.9,2017-09-09 10:32:56
9784774165783,4836b9f2,4.0,2017-03-27 04:24:19
4774113379,21b5ca11,3.9,2017-02-19 16:52:14
9784774148274,3b4fd09a,4.9,2017-04-24 02:34:59
9784774179018,b7fb6899,4.4,2017-02-04 21:35:29
9784774185354,b848207d,3.8,2017-10-09 22:10:05
9784774178189,0fcbaa42,4.7,2017-07-31 16:17:56
4774129410,04212cf4,3.8,2017-01-08 09:58:05
9784774180359,6e18b100,4.9,2017-10-13 17:54:42
4774116270,d114144f,5.0,2017-05-08 17:29:26
9784774139838,20043096,4.9,2017-04-06 06:25:03
9784774145556,e9c6d1f8,4.3,2017-07-13 01:50:59
9784774180793,12c8087b,4.9,2017-08-23 12:43:59
9784774167695,dd5c29f5,4.9,2017-09-08 23:37:10
4774126152,7283df8d,4.8,2017-08-10 06:26:25
9784774133171,e9c6d1f8,4.0,2017-08-03 13:01:54
9784774133409,48dea870,3.6,2017-03-10 08:36:49
4774123617,5316cc55,4.1,2017-12-26 14:03:52
9784774165110,21b5ca11,4.5,2017-07-16 08:55:39
9784774161310,60a2e248,4.0,2017-09-13 13:42:47
9784774159928,fd937f20,3.6,2017-01-11 12:45:46
4774121002,6e18b100,4.1,2017-01-31 22:53:10
9784774164090,1f55e602,4.8,2017-12-30 14:52:44
9784774149462,fc7858c8,4.9,2017-09-17 09:56:10
4774114553,734e889b,3.7,2017-06-12 02:56:24
9784774157641,db2e3c28,4.1,2017-03-05 01:41:36
9784774171067,9b5bb53b,4.6,2017-02-28 02:49:19
9784774165882,7f3adf76,4.3,2017-08-02 20:04:27
9784774171012,936eb9d7,4.8,2017-11-02 04:31:05
4774123390,19c7b593,4.2,2017-06-04 09:28:46
477411765X,ebabf9c0,4.7,2017-07-25 00:09:28
9784774142548,a7dc4513,5.0,2017-06-15 04:59:54
4774122270,cf480b46,4.3,2017-04-22 16:27:35
9784774131016,9aeaadee,4.5,2017-05-24 22:47:37
9784774172569,1dff2802,5.0,2017-05-23 06:44:10
9784774164526,9b5bb53b,4.1,2017-05-05 20:38:25
9784774187211,24cf2f94,5.0,2017-10-25 00:21:02
9784774184425,62fcdc6f,4.7,2017-07-25 03:50:27
9784774187204,4c41e685,3.7,2017-07-25 09:45:09
4774128309,3282843c,3.9,2017-07-01 12:14:27
9784774163529,d2735e82,4.4,2017-02-02 04:32:40
4774127248,e022f21f,4.3,2017-03-21 04:11:04
477412530X,d7a1d042,4.0,2017-11-11 05:08:02
9784774164984,8cd8dd1b,4.7,2017-02-26 17:49:36
9784774148441,8258d6d3,4.6,2017-10-06 14:02:42
9784774131351,60a2e248,3.6,2017-04-20 13:13:59
9784774139296,0c7a4d0b,4.8,2017-01-28 07:15:11
9784774177342,3ecdb73c,4.0,2017-02-19 13:50:14
9784774168050,34bd3620,3.6,2017-03-20 20:30:31
9784774132044,20043096,4.1,2017-07-01 13:25:14
9784774147468,1dff2802,3.8,2017-08-01 18:55:10
9784774152592,82f207e8,3.8,2017-04-25 19:31:15
9784774136974,076fdceb,4.0,2017-12-15 15:56:39
9784774165363,a40b7293,4.7,2017-09-04 02:25:10
4774126292,47125c09,3.8,2017-07-09 19:45:48
9784774162065,6f2c82bd,4.5,2017-04-04 23:29:38
9784774157504,4e063191,4.3,2017-05-15 19:55:40
4774108499,82f207e8,3.7,2017-01-13 09:57:34
9784774184340,e80a674e,4.4,2017-07-01 13:11:29
9784774165868,50d56a4d,4.3,2017-07-02 16:00:30
9784774133454,9e721dd8,4.7,2017-11-30 04:38:02
9784774182797,931f0bde,4.8,2017-04-29 22:31:42
9784774156309,077ac3d7,4.2,2017-04-14 05:20:28
9784774134383,839e0676,3.9,2017-11-12 11:03:52
9784774136189,068bdd07,4.8,2017-11-28 04:15:33
4774115975,40fc07ef,4.9,2017-06-05 13:49:38
4774109223,50d56a4d,4.2,2017-10-04 01:18:05
9784774153667,78e995aa,4.7,2017-07-28 05:11:45
9784774144795,0fcbaa42,3.7,2017-08-19 02:56:55
9784774151182,1b7e51dc,3.9,2017-01-13 16:32:45
9784774186191,9e721dd8,4.9,2017-09-30 01:49:48
9784774155449,89d1b94a,4.6,2017-08-10 08:39:39
477411569X,02ee8fc0,3.8,2017-07-21 22:25:26
9784774178905,9701527b,4.7,2017-09-11 23:28:13
9784774140681,d4eaca1a,4.2,2017-06-27 08:09:45
9784774183855,a7a1f51f,4.3,2017-07-12 10:56:02
477412740X,030eeb73,4.6,2017-06-19 22:53:37
4774110124,27cc35f6,4.5,2017-07-09 03:18:55
9784774132976,70691ab5,4.7,2017-09-25 10:24:58
4774111996,5df261d9,3.7,2017-04-21 19:36:06
9784774148892,9e721dd8,3.7,2017-05-06 12:54:11
9784774133096,076fdceb,3.8,2017-07-24 09:37:41
4774124508,5ff2948e,4.4,2017-08-19 15:49:01
9784774169910,936eb9d7,4.4,2017-12-13 18:02:23
9784774169989,7926e531,4.4,2017-11-21 01:44:58
4774127221,5ce3a02c,4.1,2017-03-31 21:49:00
9784774161402,40fc07ef,4.9,2017-01-02 12:36:49
9784774179018,9701527b,3.6,2017-05-21 15:00:43
9784774178417,61cf3de6,3.8,2017-10-28 05:12:32
9784774163574,068bdd07,4.9,2017-12-13 02:00:01
9784774135632,7f3adf76,4.4,2017-06-07 16:57:42
9784774145242,11be0d25,3.9,2017-09-16 21:35:48
9784774141473,8ced0839,4.4,2017-02-28 15:31:04
9784774161389,4836b9f2,4.3,2017-02-10 11:43:38
9784774153261,d750a046,4.3,2017-08-28 18:21:01
9784774131061,8a6d126f,3.7,2017-07-21 22:34:33
9784774157238,4b02112c,4.6,2017-09-16 19:27:22
9784774178707,e558b7dd,3.8,2017-03-16 16:37:05
9784774135052,1b1f56ce,3.6,2017-04-15 17:00:42
4774118249,a7a1f51f,4.7,2017-12-21 04:11:09
4774126225,d20749dd,4.0,2017-04-21 17:15:18
9784774169514,ed3f77db,4.0,2017-07-09 12:37:41
9784774133270,c4ecc4db,4.5,2017-06-05 10:32:21
9784774139586,8a6d126f,4.6,2017-06-19 23:59:35
9784774145853,414a6dd6,4.9,2017-12-07 15:27:27
4774124826,fe6cdb02,3.9,2017-06-13 07:52:19
4774122343,5df261d9,3.8,2017-10-02 13:57:22
4774120782,04212cf4,4.1,2017-07-18 05:49:45
4774127876,3b4fd09a,4.2,2017-11-03 05:18:38
4774126535,931f0bde,3.8,2017-03-17 06:19:29
9784774183732,6f102e0e,3.7,2017-08-01 18:38:36
9784774188775,4c41e685,4.0,2017-05-25 15:33:29
9784774146430,076fdceb,4.3,2017-06-15 07:18:49
4774114227,93111604,3.9,2017-01-11 05:33:38
9784774142579,48dea870,4.2,2017-01-20 14:30:26
9784774134192,e35f73c7,4.7,2017-05-02 15:49:26
9784774190150,24cf2f94,4.9,2017-01-17 13:50:56
9784774145976,1fb47b7c,4.4,2017-04-15 07:35:16
9784774188485,c6266d31,4.2,2017-12-14 02:33:28
9784774140483,5316cc55,4.4,2017-01-17 20:51:18
4774111201,50bf2251,4.5,2017-05-23 22:38:09
9784774141763,414a6dd6,4.3,2017-06-27 21:09:28
4774117129,7283df8d,4.5,2017-03-16 09:54:17
9784774144238,18211ae1,4.9,2017-06-06 07:15:46
9784774185293,26785271,4.0,2017-05-11 05:08:55
4774114294,a5e05aa4,4.4,2017-03-28 02:06:36
9784774139104,e9c6d1f8,4.9,2017-06-30 01:58:02
4774128848,1f392f24,4.6,2017-09-02 10:10:52
4774128236,0b55dc43,4.7,2017-05-19 19:14:43
9784774172545,11be0d25,4.8,2017-11-23 17:50:18
9784774131535,ba2f2833,3.9,2017-11-23 18:14:06
9784774163031,21b5ca11,4.8,2017-07-07 15:07:49
4774113751,b7672805,4.8,2017-05-20 10:06:18
9784774160894,0726c17a,4.4,2017-10-03 07:12:21
9784774135618,20043096,4.3,2017-10-27 18:24:46
9784774170541,78e995aa,5.0,2017-07-15 11:01:32
9784774179902,553bd0a4,4.7,2017-08-16 12:16:26
9784774167893,ce586d73,4.6,2017-08-28 21:03:22
9784774183848,8f57c4a0,4.2,2017-08-30 15:18:49
9784774147598,461045b0,4.5,2017-06-17 18:50:42
4774116157,bc0e50cc,4.9,2017-01-11 21:39:32
4774112003,030eeb73,3.8,2017-11-26 09:43:42
9784774169224,eb133f02,4.9,2017-05-13 14:23:00
4774125989,52bfb3b1,4.2,2017-08-11 16:32:40
9784774177151,a5e05aa4,3.9,2017-12-04 05:30:57
9784774138404,113edb55,4.7,2017-04-20 11:40:55
9784774179995,da878d8d,4.7,2017-11-10 12:29:31
9784774156750,068bdd07,4.0,2017-05-15 21:10:28
9784774176079,4836b9f2,3.9,2017-05-22 07:06:26
9784774161938,f8040656,4.2,2017-10-23 02:51:25
9784774162270,a3d55bec,4.1,2017-10-28 21:05:56
9784774182285,d4eaca1a,4.6,2017-10-06 22:13:23
9784774159423,1b7e51dc,3.7,2017-01-04 16:06:44
9784774146584,9701527b,4.8,2017-02-27 18:25:41
4774118249,0fcbaa42,4.8,2017-03-20 15:42:31
9784774185088,20043096,4.5,2017-01-13 01:51:49
9784774184890,8678b0ae,4.0,2017-08-29 16:03:32
9784774135632,04637bef,4.0,2017-02-25 00:01:40
9784774183893,461045b0,4.7,2017-09-28 08:52:03
9784774185910,0c7a4d0b,3.8,2017-01-24 19:13:26
9784774169323,f4b7b39d,5.0,2017-06-07 06:03:39
4774114561,42394656,3.8,2017-09-16 15:53:36
4774117617,02ee8fc0,4.9,2017-05-20 06:40:19
4774120839,462010f9,3.8,2017-03-10 15:03:54
4774105899,50bf2251,4.6,2017-09-07 03:28:04
4774106518,90d1cd77,3.8,2017-02-11 18:46:17
9784774149332,e3e14e55,3.9,2017-04-11 21:14:23
9784774156286,70691ab5,4.1,2017-04-29 23:57:29
9784774143057,5fb7ac4d,4.4,2017-05-23 16:05:47
9784774153841,11be0d25,4.2,2017-06-18 06:27:38
9784774147093,729f32b9,4.0,2017-04-30 16:08:08
9784774147314,5ecfc552,3.6,2017-09-02 22:21:15
4774114731,bc684bf9,3.8,2017-02-13 02:04:41
4774126284,9b5bb53b,4.1,2017-03-14 21:30:56
9784774153247,b922a7c8,4.1,2017-09-29 18:18:56
9784774163673,4b02112c,3.6,2017-02-01 11:30:32
4774113794,c96e85d8,3.9,2017-03-17 21:48:49
9784774169781,e022f21f,4.2,2017-06-12 03:27:06
9784774180939,113edb55,4.8,2017-12-13 08:23:30
9784774180984,a7a1f51f,4.0,2017-06-24 10:37:05
9784774144337,62fcdc6f,4.4,2017-11-30 22:31:34
9784774146478,5ecfc552,4.0,2017-12-25 23:14:29
9784774177557,cf73cc30,3.6,2017-03-05 15:20:25
4774115274,d20749dd,4.2,2017-07-14 09:29:45
9784774138558,1fb47b7c,4.6,2017-11-27 00:40:58
9784774186177,7478f3f5,4.1,2017-06-27 17:25:44
9784774169835,245308e3,4.0,2017-03-02 07:33:02
9784774150055,9366fe87,4.8,2017-10-23 18:03:22
9784774154381,aca2d43a,4.5,2017-12-13 06:44:03
9784774145983,dd5c29f5,4.8,2017-05-10 13:15:28
4774114677,2e8fc250,4.6,2017-10-11 19:17:55
9784774133102,077ac3d7,4.6,2017-11-19 20:17:49
9784774171906,1dff2802,4.8,2017-01-17 17:24:06
4774128600,8a6d126f,5.0,2017-08-30 19:48:35
9784774177892,b5a5735a,4.7,2017-01-07 18:22:08
9784774179193,27cc35f6,4.4,2017-02-15 01:21:39
4774119741,447660a5,4.6,2017-01-15 19:41:02
9784774160887,e80a674e,4.2,2017-11-19 05:56:31
9784774148465,21b5ca11,4.4,2017-07-01 18:03:05
9784774169378,4c41e685,4.6,2017-03-16 12:15:39
9784774138725,ce586d73,4.4,2017-08-03 05:36:33
4774119032,c96e85d8,5.0,2017-08-20 09:57:38
9784774158211,bc684bf9,4.1,2017-05-03 23:08:10
9784774180106,936eb9d7,4.9,2017-12-27 06:42:26
9784774161631,f4b7b39d,5.0,2017-10-18 21:03:50
9784774186627,fcf1199f,4.6,2017-08-21 07:03:48
9784774155128,936eb9d7,3.9,2017-02-11 04:46:20
9784774160856,d50dcf7b,3.7,2017-05-25 12:42:50
9784774146447,7b15451b,4.5,2017-09-25 05:36:31
9784774135595,1fb47b7c,4.9,2017-07-11 15:33:37
477411054X,d4363e6d,4.8,2017-08-29 01:09:50
477411796X,e9c6d1f8,4.5,2017-08-03 08:07:58
4774111996,1f55e602,3.8,2017-06-24 23:02:59
477412897X,062942d6,3.7,2017-03-19 16:29:08
4774116955,a3d55bec,4.6,2017-06-13 04:40:27
9784774134710,7478f3f5,3.6,2017-06-30 18:55:35
477412169X,987bf979,4.5,2017-01-14 13:43:45
9784774141329,c6266d31,4.7,2017-07-11 08:48:13
9784774151885,47125c09,3.8,2017-06-17 14:51:18
9784774151168,df2c362b,4.4,2017-08-14 11:10:43
4774121487,50d56a4d,5.0,2017-12-14 11:03:34
9784774130385,89e80a7b,3.8,2017-05-23 21:05:41
9784774146713,fe6cdb02,4.5,2017-06-27 04:15:41
9784774149882,50d3ba40,4.2,2017-10-13 08:55:21
4774108383,34bd3620,4.9,2017-02-10 05:40:07
4774121371,d7916d86,4.8,2017-12-07 08:54:20
9784774130736,f1c3602e,3.9,2017-05-24 15:18:08
9784774139807,62fcdc6f,4.6,2017-01-30 02:25:09
9784774143279,df2c362b,5.0,2017-11-15 07:58:02
477412348X,52bfb3b1,4.0,2017-06-06 04:35:34
9784774141053,bb9ef960,4.2,2017-04-22 14:56:01
9784774161242,19685403,4.7,2017-08-13 16:24:27
9784774140704,d4eaca1a,3.7,2017-02-19 15:11:44
9784774134413,4cfe36f6,4.1,2017-01-14 12:48:00
